"Name","Bank","Term","NoEmp","NewExist","LowDoc","DisbursementGross","MIS_Status","GrAppv","SBA_Appv","Status","pHat","yHat","Accuracy","TP","TN","FP","FN"
"ARTHUR & ARLENE VAN BUREN","MANUFACTURERS & TRADERS TR CO",180,6,"1","Y",34000,"P I F",34000,27200,"1",0.993549093616546,1,1,1,0,0,0
"STREETWEAR CONSULTANTS","EASTERN BANK",12,8,"1","N",750000,"P I F",750000,562500,"1",0.356321550614255,0,0,0,0,0,1
"PAK & SEND","NORTH VALLEY BANK",60,2,"1","Y",37500,"P I F",37500,30000,"1",0.884330089413507,1,1,1,0,0,0
"DISC GO ROUND","READYCAP LENDING, LLC",84,2,"2","Y",80000,"P I F",80000,64000,"1",0.918166468477595,1,1,1,0,0,0
"COFFEE CREEK JUICE AND JAVA IN","REDDING BANK OF COMMERCE",120,2,"2","N",65000,"P I F",65000,52000,"1",0.906495344177091,1,1,1,0,0,0
"FLEUR DE LEIGH'S LLC","U.S. BANK NATIONAL ASSOCIATION",84,1,"1","N",22342,"P I F",20000,10000,"1",0.828546446425134,1,1,1,0,0,0
"COSTAL PRODUCE DISTRIBUTORS","COMERICA BANK",64,3,"2","N",100000,"P I F",100000,80000,"1",0.708005947646457,1,1,1,0,0,0
"HANNAH INTERNATIONAL FOODS INC","GRANITE ST. ECONOMIC DEVEL COR",240,65,"1","N",822000,"P I F",822000,822000,"1",0.997435482406034,1,1,1,0,0,0
"TEMPE FOOT & ANKLE","JPMORGAN CHASE BANK NATL ASSOC",120,10,"1","N",471400,"P I F",471400,353550,"1",0.906848904039258,1,1,1,0,0,0
"HARVEY'S GOLDEN LANTERN MARKET","WILSHIRE BANK",252,2,"1","N",650000,"P I F",650000,487500,"1",0.995052858316356,1,1,1,0,0,0
"HORIZON ANIMAL HOSPITAL PLC","JPMORGAN CHASE BANK NATL ASSOC",90,5,"2","N",150000,"P I F",150000,112500,"1",0.818983183896536,1,1,1,0,0,0
"FULLER TRAVEL SERVICE, L.L.C.","GREAT WESTERN BANK",84,2,"2","Y",54000,"P I F",54000,43200,"1",0.919326164102149,1,1,1,0,0,0
"NURSES ON CALL INC","U.S. BANK NATIONAL ASSOCIATION",6,35,"1","N",133290,"CHGOFF",25000,12500,"0",0.539229465307226,1,0,0,0,1,0
"NORCO FAMILY DENTAL GROUP A CA","BANK OF AMERICA CALIFORNIA N.A",60,3,"1","N",50000,"P I F",50000,25000,"1",0.726577990768699,1,1,1,0,0,0
"DONTA FINE JEWELRY INC","1ST SOURCE BANK",41,4,"1","N",147298,"CHGOFF",70000,35000,"0",0.637328962573333,1,0,0,0,1,0
"SUBWAY OF GLENPOOL","ONB BANK AND TRUST COMPANY",84,6,"1","N",67100,"P I F",67100,57035,"1",0.834851740465959,1,1,1,0,0,0
"Robert J. Lowther dba Indigo C","TD BANK, NATIONAL ASSOCIATION",84,2,"2","N",40000,"P I F",40000,34000,"1",0.802804764350936,1,1,1,0,0,0
"Rozell, Inc.","PNC BANK, NATIONAL ASSOCIATION",32,10,"2","N",44189,"CHGOFF",25000,12500,"0",0.558447301210343,1,0,0,0,1,0
"DURAND WINE COMPANY, LLC","CAPITAL ONE NATL ASSOC",17,2,"1","N",50000,"CHGOFF",50000,25000,"0",0.476860281604391,0,1,0,1,0,0
"PRECISION DOWN HOLE PUMPS","GREAT SOUTHERN BANK",120,17,"1","N",300000,"P I F",300000,255000,"1",0.925477078643034,1,1,1,0,0,0
"RICHARD CHATFIELD CHIROPRACTIC","WELLS FARGO BANK NATL ASSOC",180,4,"1","N",196000,"P I F",196000,166600,"1",0.979941797245385,1,1,1,0,0,0
"MEDFORD PETROLEUM INC.","PNC BANK, NATIONAL ASSOCIATION",120,4,"1","N",485000,"P I F",485000,363750,"1",0.899567765592493,1,1,1,0,0,0
"TOP FASHION OF NY INC","BANK OF AMERICA NATL ASSOC",48,2,"1","N",20000,"P I F",20000,10000,"1",0.668286034155617,1,1,1,0,0,0
"THOMAS E YOCHEM","WELLS FARGO BANK NATL ASSOC",84,2,"1","N",30000,"P I F",30000,27000,"1",0.830979633749318,1,1,1,0,0,0
"OZEES PRINTING & GRAPHICS","FIRST NIAGARA BANK NATL ASSOC",84,2,"1","N",185964,"P I F",100000,50000,"1",0.828200889519813,1,1,1,0,0,0
"SAXBY'S COFFEE","AMERICAN CONTINENTAL BANK",108,2,"2","N",180000,"CHGOFF",180000,135000,"0",0.869327116744145,1,0,0,0,1,0
"Danksy-Kanter Roofing Consulta","BANK OF AMERICA NATL ASSOC",84,3,"1","N",22500,"P I F",22500,11250,"1",0.831413888924287,1,1,1,0,0,0
"CAKE SERA SERA INC","WELLS FARGO BANK NATL ASSOC",28,2,"2","N",19563,"CHGOFF",9500,4750,"0",0.511504862687203,1,0,0,0,1,0
"THE BEST VENDING","PNC BANK, NATIONAL ASSOCIATION",84,1,"2","N",40000,"P I F",40000,20000,"1",0.797668897005289,1,1,1,0,0,0
"INTEGRITY MOVING, LLC","U.S. BANK NATIONAL ASSOCIATION",84,10,"1","N",116341,"P I F",50000,25000,"1",0.846481003266035,1,1,1,0,0,0
"Tina M. Sweet d/b/a Clean Swee","ASSOCIATED BANK NATL ASSOC",21,1,"1","N",20500,"CHGOFF",20500,10250,"0",0.505874016018274,1,0,0,0,1,0
"Homeless Records LLC","BANCO POPULAR NORTH AMERICA",7,3,"1","N",74149,"CHGOFF",80000,40000,"0",0.410595123309033,0,1,0,1,0,0
"NON METALLIC RESOURCES, INC.","SOUTHERN DEVELOPMENT COUNCIL",300,4,"1","N",80000,"P I F",80000,80000,"1",0.99901147275374,1,1,1,0,0,0
"COLD STONE CREAMERY #266","COMERICA BANK",120,2,"2","N",268000,"P I F",268000,201000,"1",0.893915202920931,1,1,1,0,0,0
"399 + UP FAMILY CLOTHING STORE","CITIBANK, N.A.",84,3,"1","N",25000,"P I F",25000,12500,"1",0.831055866796177,1,1,1,0,0,0
"ALLDREDGE POWER EQUIPMENT, INC","MOUNTAIN AMERICA FCU",84,3,"1","N",25000,"P I F",25000,12500,"1",0.831055866796177,1,1,1,0,0,0
"PEAK PRODUCTIONS INC","CITIZENS BANK NATL ASSOC",84,2,"1","N",27045,"P I F",20000,10000,"1",0.830826160631295,1,1,1,0,0,0
"THUNDERBOLDT MANUFACTURING INC","SBA - EDF ENFORCEMENT ACTION",240,35,"1","N",781000,"P I F",781000,781000,"1",0.996334659627374,1,1,1,0,0,0
"DEANN GROCERIA DISTRIBUTION CE","BBCN BANK",37,1,"2","N",5000,"CHGOFF",5000,4250,"0",0.563167215141964,1,0,0,0,1,0
"MAP AND GLOBE STORES, INC.","WELLS FARGO BANK NATL ASSOC",240,6,"1","N",386000,"P I F",386000,308800,"1",0.994841518055731,1,1,1,0,0,0
"KRAH, BOB - CABINETS","WELLS FARGO BANK NATL ASSOC",240,2,"1","N",72500,"P I F",72500,65250,"1",0.995548257272498,1,1,1,0,0,0
"MULTI CABLE INC","U.S. BANK NATIONAL ASSOCIATION",300,220,"1","N",261000,"P I F",261000,195750,"1",0.999920658198443,1,1,1,0,0,0
"THE OWL AT THE BRIDGE","CITIZENS BANK NATL ASSOC",84,2,"1","N",25701,"P I F",25000,12500,"1",0.829390922587036,1,1,1,0,0,0
"R.M. PRECISION. INCORPORATED","U.S. BANK NATIONAL ASSOCIATION",120,24,"1","N",178000,"P I F",178000,133500,"1",0.933700884074079,1,1,1,0,0,0
"NEW DRAULICS TOOLS, INC.","WELLS FARGO BANK NATL ASSOC",60,10,"1","N",40000,"P I F",40000,32000,"1",0.748585215770529,1,1,1,0,0,0
"PARK CITY ORTHODONTICS","ZIONS FIRST NATIONAL BANK",84,5,"1","N",120000,"P I F",120000,90000,"1",0.82681613113197,1,1,1,0,0,0
"EPIPHANY","BANK OF AMERICA NATL ASSOC",144,2,"2","N",132000,"P I F",132000,99000,"1",0.943347922630559,1,1,1,0,0,0
"ALAMO REPROGRAPHICS/SUPPLY,INC","1ST COMMERCIAL CAPITAL",190,52,"1","N",634000,"CHGOFF",634000,507200,"0",0.988492235162162,1,0,0,0,1,0
"FLASHPOINT AUTOMATION, LLC","COMMUNITYONE BANK NATL ASSOC",90,3,"1","Y",100000,"P I F",100000,85000,"1",0.940140114999715,1,1,1,0,0,0
"J'Lop Distributors, LLC","BANK OF AMERICA NATL ASSOC",36,6,"1","N",7700,"P I F",7700,3850,"1",0.614756685565544,1,1,1,0,0,0
"BROWN'S PARTMASTER INC","SOUTHWESTERN BUS. FINANCING CO",240,27,"1","N",1104000,"P I F",1104000,1104000,"1",0.995523153295338,1,1,1,0,0,0
"PENMAN CONOCO SERVICE INC","CITIZENS BANK NATL ASSOC",84,32,"1","N",263000,"P I F",263000,197250,"1",0.858362897455247,1,1,1,0,0,0
"MURILLO MODULAR GROUP LTD","ALLIANCE LENDING CORPORATION",240,35,"1","N",650000,"P I F",650000,650000,"1",0.996482432696542,1,1,1,0,0,0
"BUILDING COMFORT SERVICES, INC","ENTERPRISE FUNDING CORPORATION",240,40,"1","N",642000,"P I F",642000,642000,"1",0.99670105280952,1,1,1,0,0,0
"LEO'S PLACE","BANK OF THE CASCADES",84,7,"2","N",160000,"P I F",160000,136000,"1",0.80258785503211,1,1,1,0,0,0
"Xener Media Group, Inc.","JPMORGAN CHASE BANK NATL ASSOC",65,2,"1","N",39750,"CHGOFF",25000,12500,"0",0.754960669884432,1,0,0,0,1,0
"CLAUDETTE'S HAIR SALON","CITIZENS BANK NATL ASSOC",60,3,"1","N",40000,"P I F",40000,32000,"1",0.731936927347411,1,1,1,0,0,0
"PAUL KIM'S ATA BLACK BELT ACAD","COMMUNITY BANK",120,12,"1","N",106000,"P I F",150000,127500,"1",0.924225735287008,1,1,1,0,0,0
"ISABELLA","CITIZENS BANK NATL ASSOC",84,25,"1","N",29246,"P I F",20000,10000,"1",0.86736119276555,1,1,1,0,0,0
"ENVIRONMENTAL CONSULTING SERVI","U.S. BANK NATIONAL ASSOCIATION",36,6,"1","Y",45580,"P I F",50000,40000,"1",0.814919645260823,1,1,1,0,0,0
"ARTISTIC MASONRY INC","FLORIDA BUS. DEVEL CORP",240,27,"1","N",506000,"P I F",506000,506000,"1",0.996289527186906,1,1,1,0,0,0
"Steven Ibanez","JPMORGAN CHASE BANK NATL ASSOC",26,1,"1","N",406436,"CHGOFF",100000,50000,"0",0.576969059408655,1,0,0,0,1,0
"BAKER, ROBERT F/SHERYL A","WELLS FARGO BANK NATL ASSOC",144,14,"1","N",85700,"P I F",85700,64275,"1",0.9598129143598,1,1,1,0,0,0
"WRIGHTSTOWN VETERINARY CENTER","GREAT LAKES ASSET  CORPORATION",240,1,"2","N",142000,"P I F",143000,143000,"1",0.994533024631583,1,1,1,0,0,0
"MEDLEY COMMUNICATIONS, INC","CDC SMALL BUS. FINAN CORP",240,120,"1","N",113000,"P I F",145000,145000,"1",0.998922208857379,1,1,1,0,0,0
"MUNCRO, INC. DBA SAMS MOBILE H","CAPITAL ONE NATL ASSOC",62,4,"1","N",50000,"CHGOFF",50000,25000,"0",0.738636151252442,1,0,0,0,1,0
"MERLIN BUHL/GREYSTONE PRINTING","COMMERCIAL BANK",120,32,"1","N",62100,"P I F",62100,55890,"1",0.944513719245362,1,1,1,0,0,0
"ALBANY PET STOP, INC.","UMPQUA BANK",84,5,"1","N",188000,"P I F",188000,141000,"1",0.820214350610437,1,1,1,0,0,0
"K.P. HOSPITALITY, LLC","EMPIRE ST. CERT. DEVEL CORP",240,15,"2","N",1300000,"P I F",1300000,1300000,"1",0.993391724030235,1,1,1,0,0,0
"COLORADO GUNSMITHING ACADEMY","COLORADO EAST BANK & TRUST",84,7,"2","Y",68000,"P I F",68000,61200,"1",0.923883515201101,1,1,1,0,0,0
"R. W. PLUMBING","FIRST NEIGHBOR BANK NATL ASSOC",36,1,"2","Y",12000,"P I F",12000,10200,"1",0.780098307404477,1,1,1,0,0,0
"TOTAL INSULATION INC","WELLS FARGO BANK NATL ASSOC",288,13,"1","N",242300,"P I F",267000,200250,"1",0.998588400811496,1,1,1,0,0,0
"PARADIGM SPORTS INC","FRANDSEN BANK & TRUST",118,2,"2","N",420000,"P I F",420000,357000,"1",0.88492375418871,1,1,1,0,0,0
"TESKE DRUG","CENTER NATIONAL BANK",94,5,"1","N",78500,"P I F",78500,70650,"1",0.864539721582989,1,1,1,0,0,0
"ARTFUL CUISINES, INC.","RHINEBECK BANK",237,17,"2","N",280000,"P I F",280000,210000,"1",0.994439836526466,1,1,1,0,0,0
"MONARCH CAPITAL PARTNERS, LLC","ZIONS FIRST NATIONAL BANK",44,4,"1","N",152000,"CHGOFF",100000,50000,"0",0.642612293170485,1,0,0,0,1,0
"Atlas Refinery Inc","BNB HANA BANK NATL ASSOC",120,18,"1","N",2000000,"P I F",2000000,1500000,"1",0.794707466692339,1,1,1,0,0,0
"GREEN LEAVES, INC.","JPMORGAN CHASE BANK NATL ASSOC",84,2,"2","N",28647,"P I F",10000,5000,"1",0.80685406388398,1,1,1,0,0,0
"ALPINE INN BED & BREAKFAST","BANK OF THE WEST",240,4,"1","N",497000,"P I F",497000,422450,"1",0.994546020143062,1,1,1,0,0,0
"T & V INTERIORS","BBCN BANK",84,2,"2","N",20000,"P I F",20000,17000,"1",0.80446783921345,1,1,1,0,0,0
"STATION ONE OF NJ INC","PNC BANK, NATIONAL ASSOCIATION",22,2,"1","N",75000,"CHGOFF",75000,37500,"0",0.501207057131572,1,0,0,0,1,0
"BURNS, CLIFFORD AND PAMELA","LIBERTY BANK",192,2,"1","Y",49500,"P I F",49500,44550,"1",0.994935563880543,1,1,1,0,0,0
"GRAFFITTI'S CARWASH","FIRST NATIONAL BANK",180,20,"2","N",785000,"P I F",785000,667250,"1",0.973277581914909,1,1,1,0,0,0
"Alien Fuel Inc","HOPEWELL VALLEY COMMUNITY BANK",60,2,"2","N",50000,"P I F",50000,25000,"1",0.68647142470532,1,1,1,0,0,0
"NICK-N-WILLY'S","WELLS FARGO BANK NATL ASSOC",120,2,"2","N",135000,"P I F",135000,114750,"1",0.903721396389543,1,1,1,0,0,0
"CT PROPERTY MANAGEMENT , INC","SELECT BANK & TRUST COMPANY",220,1,"1","N",1066500,"CHGOFF",1066500,799875,"0",0.985604345858389,1,0,0,0,1,0
"COMPONETICS INC","WELLS FARGO BANK NATL ASSOC",43,17,"1","N",331200,"CHGOFF",331200,248400,"0",0.636964828071502,1,0,0,0,1,0
"POPULAR RENTALS, INC.","FIRST BANK",300,7,"1","N",210000,"P I F",210000,157500,"1",0.998931416446741,1,1,1,0,0,0
"S & S SHEETMETAL, INC.","JPMORGAN CHASE BANK NATL ASSOC",72,10,"1","N",100000,"P I F",100000,90000,"1",0.796487128696531,1,1,1,0,0,0
"BREWSTER'S","BANCO POPULAR NORTH AMERICA",69,1,"2","N",200000,"P I F",200000,150000,"1",0.713017844741278,1,1,1,0,0,0
"Nu Yu Day Spa, LLC","BANK OF AMERICA NATL ASSOC",27,4,"1","N",53500,"P I F",30000,15000,"1",0.554106685846148,1,1,1,0,0,0
"Mark Brenneman","BRANCH BK. & TR CO",60,1,"1","N",27200,"P I F",27200,13600,"1",0.72628587309684,1,1,1,0,0,0
"MAGNUM GROUP, INC","WELLS FARGO BANK NATL ASSOC",84,2,"1","Y",25000,"P I F",25000,20000,"1",0.932882648321236,1,1,1,0,0,0
"BATTLE MOUNTAIN","BRIDGE BANK NATL ASSOC",300,9,"1","N",1148000,"P I F",1148000,861000,"1",0.998050940348599,1,1,1,0,0,0
"DR J'S LIQUOR","BANK OF AMERICA CALIFORNIA N.A",264,2,"1","N",171000,"P I F",205000,153750,"1",0.997182896318705,1,1,1,0,0,0
"TKB Investments LLC","FIRST-CITIZENS BK & TR CO",300,15,"1","N",2000000,"P I F",2000000,1500000,"1",0.996806713999773,1,1,1,0,0,0
"Porta Faucets, Corp.","BANK OF AMERICA NATL ASSOC",25,2,"2","N",36127,"CHGOFF",25000,12500,"0",0.489319213539369,0,1,0,1,0,0
"COAL BED CREEK CONSTRUCTION IN","ZIONS FIRST NATIONAL BANK",12,5,"1","N",35065,"P I F",35000,17500,"1",0.459310982928812,0,0,0,0,0,1
"HOFFMAN, KEN TRUCKING","HEARTLAND STATE BANK",60,1,"1","Y",98141,"P I F",98141,78513,"1",0.879264586363717,1,1,1,0,0,0
"ECONO LODGE","CITIZENS BANK",240,1,"2","N",920000,"P I F",1005000,904500,"1",0.991188071535371,1,1,1,0,0,0
"ZWICK'S HOME IMPROVEMENT INC","BANK OF AMERICA NATL ASSOC",48,7,"1","N",100718,"P I F",75000,37500,"1",0.67408599849206,1,1,1,0,0,0
"BILCIN INC","WELLS FARGO BANK NATL ASSOC",180,10,"2","N",252000,"P I F",252000,189000,"1",0.976263954312596,1,1,1,0,0,0
"GLENROCK COMPONENTS, INC.","HILLTOP NATIONAL BANK",120,7,"1","N",275000,"P I F",275000,165000,"1",0.90983573360191,1,1,1,0,0,0
"AMERICAN COMPONENTS, INC.","REGIONS BANK",84,130,"1","N",200000,"P I F",200000,165260,"1",0.955972119588973,1,1,1,0,0,0
"SINCLAIR","WELLS FARGO BANK NATL ASSOC",26,3,"1","N",145993,"CHGOFF",39000,19500,"0",0.559192151333935,1,0,0,0,1,0
"FRENCH CAMP FUEL STOP","ADVANTAGE CERT. DEVEL CORP",240,21,"1","N",1370000,"P I F",1370000,1370000,"1",0.994760377630192,1,1,1,0,0,0
"HUGS AWAY FROM HOME","PNC BANK, NATIONAL ASSOCIATION",84,2,"2","Y",30000,"P I F",30000,24000,"1",0.920383325492046,1,1,1,0,0,0
"Tenex LLC","BANK OF AMERICA NATL ASSOC",29,12,"1","N",98938,"CHGOFF",100000,50000,"0",0.568160307493781,1,0,0,0,1,0
"BIG APPLE BAGELS (MDJ SPECIALT","COLUMBUS BANK & TRUST COMPANY",117,6,"2","Y",100000,"P I F",100000,80000,"1",0.963274423135558,1,1,1,0,0,0
"York Metal Fabricating, LLC","THE HUNTINGTON NATIONAL BANK",36,26,"1","N",13000,"P I F",13000,6500,"1",0.670267441715936,1,1,1,0,0,0
"E. P. POWERHOUSE, LLC","THE HUNTINGTON NATIONAL BANK",58,30,"1","N",274768,"CHGOFF",150000,75000,"0",0.77900594299725,1,0,0,0,1,0
"CURRENT TECHNOLOGY, INC.","CITIZENS BANK NATL ASSOC",22,21,"1","N",200000,"P I F",200000,170000,"1",0.552576194834852,1,1,1,0,0,0
"LARRYS AUTOMOTIVE SERVICE","MUFG UNION BANK NATL ASSOC",84,1,"1","N",16404,"P I F",5000,2500,"1",0.831727387130638,1,1,1,0,0,0
"SUNRISE FOODS, INC. (OC)","DALLAS BUS. FINAN CORP",240,56,"1","N",412000,"P I F",412000,412000,"1",0.997480876363605,1,1,1,0,0,0
"TRINITY ACUPUNCTURE CLINIC","BANK OF AMERICA NATL ASSOC",63,3,"1","N",30000,"CHGOFF",30000,15000,"0",0.744888008947154,1,0,0,0,1,0
"DELTA HAIRLINES","BRANCH BK. & TR CO",47,8,"1","Y",30000,"P I F",30000,27000,"1",0.857820780652791,1,1,1,0,0,0
"SOUTHWEST ENVIRONMENTAL SERVIC","AUSTIN BANK TEXAS NATL ASSOC",168,51,"1","N",2000000,"P I F",2000000,1500000,"1",0.949902754076335,1,1,1,0,0,0
"WEBB CLINIC OF CHIROPRACTIC","WELLS FARGO BANK NATL ASSOC",93,5,"1","N",160000,"CHGOFF",160000,120000,"0",0.852941488144646,1,0,0,0,1,0
"JUNCTION II","AMER NATL BK OF TEXAS",146,12,"1","N",1280000,"CHGOFF",1280000,749990,"0",0.891234385488683,1,0,0,0,1,0
"GIBSON'S FINANCIAL HOLDINGS LL","CAPITAL BANK NATL ASSOC",258,51,"1","N",1575000,"P I F",1575000,1181250,"1",0.995678673833098,1,1,1,0,0,0
"Albert Group LLC","BMO HARRIS BK NATL ASSOC",53,40,"2","N",375000,"CHGOFF",375000,337500,"0",0.723436239849166,1,0,0,0,1,0
"LUIS E. MORALES, M.D.","WELLS FARGO BANK NATL ASSOC",302,4,"1","N",345000,"P I F",345000,293250,"1",0.998899534941637,1,1,1,0,0,0
"B & C Enterprises, Inc.","SANTANDER BANK NATL ASSOC",60,9,"1","N",26700,"P I F",25000,12500,"1",0.746199844709698,1,1,1,0,0,0
"R CLARK & COMPANY, INC","FIRSTMERIT BANK, N.A.",84,13,"1","Y",150000,"P I F",150000,112500,"1",0.93599596520149,1,1,1,0,0,0
"Seymour Dairy Products, Inc.","INVESTORS COMMUNITY BANK",168,54,"1","N",2380000,"P I F",2630000,2367000,"1",0.948604431948753,1,1,1,0,0,0
"Scott Land Surveying, Inc.","BANK OF AMERICA NATL ASSOC",2,5,"1","N",59900,"CHGOFF",30000,15000,"0",0.406101481751146,0,1,0,1,0,0
"KATHYS KITCHEN","WELLS FARGO BANK NATL ASSOC",9,8,"2","N",75000,"CHGOFF",75000,60000,"0",0.40366897564881,0,1,0,1,0,0
"BRISTOL-EDINGER MEDICAL CLINIC","UCALI BY FIRST SOUTHWESTERN",228,7,"1","N",600000,"P I F",600000,510000,"1",0.992561684264446,1,1,1,0,0,0
"HIGH VOLTAGE INTERACTIVE INC","BANK OF AMERICA NATL ASSOC",84,1,"1","N",90000,"P I F",90000,45000,"1",0.817876756146829,1,1,1,0,0,0
"CUTS UNLIMITED","REGIONS BANK",120,5,"1","N",60750,"P I F",60750,54675,"1",0.924218032728641,1,1,1,0,0,0
"AL'S & N ENTERPRISES INC","JPMORGAN CHASE BANK NATL ASSOC",57,10,"2","N",101537,"CHGOFF",50000,25000,"0",0.700584016824718,1,0,0,0,1,0
"1145 Grocery Corp.","BANK OF AMERICA NATL ASSOC",84,3,"2","N",24000,"P I F",10000,5000,"1",0.808199579121525,1,1,1,0,0,0
"ALLAN L CARPER REMODELING","FIRST COMMONWEALTH BANK",23,5,"1","N",20000,"P I F",20000,10000,"1",0.530633638575849,1,1,1,0,0,0
"D & S Delivery Service, Inc.","BANK OF AMERICA NATL ASSOC",36,30,"1","N",63000,"CHGOFF",35000,17500,"0",0.68109662177058,1,0,0,0,1,0
"LOUIE'S SERVICE CENTER INC","THE CITIZENS STATE BANK",84,3,"2","Y",36529,"P I F",75000,60000,"1",0.9170017626628,1,1,1,0,0,0
"ILLUSIONS HAIR & NAIL SALON","BANK OF AMERICA NATL ASSOC",72,3,"2","Y",10000,"P I F",10000,9000,"1",0.89827119273922,1,1,1,0,0,0
"PRISM EDUCATIONAL SYSTEMS INC","BANK OF AMERICA NATL ASSOC",84,1,"1","N",50000,"P I F",50000,25000,"1",0.82388041823858,1,1,1,0,0,0
"JESSICA STRITTMAN SHAW","COMMUNITY BANK, ELLISVILLE",102,3,"2","N",764100,"CHGOFF",764100,573075,"0",0.797317408763895,1,0,0,0,1,0
"BROOKSIDE MARKETING","FARMERS STATE BANK",84,1,"1","Y",15000,"P I F",15000,13500,"1",0.932614111213663,1,1,1,0,0,0
"JALIMEX FOODS CORPORATION","BAY AREA EMPLOYMENT DEVEL CO",240,20,"1","N",429000,"P I F",501000,501000,"1",0.995723241877305,1,1,1,0,0,0
"GOVIN COMPANY BUILDERS","COMPASS BANK",30,2,"1","N",44129,"CHGOFF",25000,12500,"0",0.56658368745068,1,0,0,0,1,0
"WALK & RUN FITNESS, INC.","GREAT WESTERN BANK",60,4,"2","N",60000,"P I F",60000,54000,"1",0.696794378302519,1,1,1,0,0,0
"R P Trucking","BANK OF AMERICA NATL ASSOC",54,7,"1","N",10000,"CHGOFF",10000,5000,"0",0.715059385899277,1,0,0,0,1,0
"PAUL ASAMOAH","BANCO POPULAR NORTH AMERICA",180,1,"2","N",148500,"P I F",148500,133650,"1",0.976012956383045,1,1,1,0,0,0
"SMART CLEANERS/KYUNG AE KIM","BNB HANA BANK NATL ASSOC",72,6,"2","Y",25000,"P I F",25000,22500,"1",0.901004320289241,1,1,1,0,0,0
"KERSHNER ENVIROMENTAL TECHNOLO","SUSQUEHANNA BANK",84,5,"1","Y",100000,"P I F",100000,85000,"1",0.932842651946695,1,1,1,0,0,0
"OXFORD VILLA","WILSHIRE BANK",300,10,"2","N",1050000,"P I F",1050000,787500,"1",0.99783899222062,1,1,1,0,0,0
"CLIP ZONE, INC.","CITIZENS BANK NATL ASSOC",84,24,"1","N",15000,"P I F",15000,7500,"1",0.865665330882504,1,1,1,0,0,0
"EAST TO WEST IMPORTS CO LTD","CITIZENS BANK NATL ASSOC",84,1,"1","N",122621,"P I F",78000,39000,"1",0.824907622590122,1,1,1,0,0,0
"EPS BEAGLE, LLC","BANK OF AMERICA NATL ASSOC",240,12,"1","N",126000,"P I F",126000,63000,"1",0.995671452019967,1,1,1,0,0,0
"BLUE CHIP VIDEO PRODUCTIONS","WELLS FARGO BANK NATL ASSOC",66,1,"1","N",75000,"P I F",75000,37500,"1",0.745476835104153,1,1,1,0,0,0
"Blue Mountain Floor Covering,","METRO BANK",84,0,"1","N",205000,"P I F",205000,184500,"1",0.815773915304196,1,1,1,0,0,0
"HAIR CONNECTION INC","BANCO POPULAR NORTH AMERICA",23,4,"1","N",9082,"P I F",5000,2500,"1",0.532178547186463,1,1,1,0,0,0
"FRANKI'S LI'L EUROPE INC & JEF","AMER NATL BK OF TEXAS",45,10,"2","Y",119000,"CHGOFF",119000,101150,"0",0.823837309881105,1,0,0,0,1,0
"J Dean Realty Group Inc","JPMORGAN CHASE BANK NATL ASSOC",84,2,"1","N",25000,"P I F",25000,12500,"1",0.829311592473787,1,1,1,0,0,0
"Rising Tide Communications","BBCN BANK",51,2,"2","N",20000,"CHGOFF",20000,17000,"0",0.646302039124497,1,0,0,0,1,0
"Bilram Investments Inc","TD BANK, NATIONAL ASSOCIATION",87,2,"1","N",117000,"CHGOFF",117000,99450,"0",0.834575744625723,1,0,0,0,1,0
"MG INNOVATIONS PRODUCTS INC","CENTURY BANK",84,2,"1","N",38534,"P I F",10000,5000,"1",0.834641317565648,1,1,1,0,0,0
"E & J Heating & Cooling, LLC","CITIZENS ALLIANCE BANK",36,2,"2","N",9000,"P I F",9000,4500,"1",0.558542982458937,1,1,1,0,0,0
"NEW IMAGE FITNESS & GYM, LTD.","IOWA BUSINESS GROWTH COMPANY",240,31,"1","N",481000,"P I F",481000,481000,"1",0.996495689548624,1,1,1,0,0,0
"ARROWBACK MEDICAL GROUP INC A","BANK OF AMERICA NATL ASSOC",126,80,"1","N",770065,"P I F",900000,675000,"1",0.947806065569702,1,1,1,0,0,0
"JIM HAWKES KARATE ACADEMY LLC","U.S. BANK NATIONAL ASSOCIATION",53,5,"2","Y",100000,"CHGOFF",100000,80000,"0",0.842959747962698,1,0,0,0,1,0
"Pasternak Construction","U.S. BANK NATIONAL ASSOCIATION",84,4,"1","N",146218,"P I F",35000,17500,"1",0.843463071067508,1,1,1,0,0,0
"DR. CARL INZERILLO DO PA","HEARTLAND BUS. CAPITAL INC.",240,4,"1","N",173000,"P I F",173000,173000,"1",0.9955628241579,1,1,1,0,0,0
"PICKWICKS RESTORATIONS INC","HSBC BK USA NATL ASSOC",21,4,"1","N",68446,"CHGOFF",50000,25000,"0",0.511310488125286,1,0,0,0,1,0
"CALCUTTA PARTNERS LLC","WELLS FARGO BANK NATL ASSOC",3,2,"2","N",194916,"P I F",100000,50000,"1",0.355858909950456,0,0,0,0,0,1
"MADISON BAGEL COMPANY INC","U.S. BANK NATIONAL ASSOCIATION",60,30,"1","N",57000,"P I F",60000,51000,"1",0.790579099040256,1,1,1,0,0,0
"HOWARD JOHNSON INN","COMMUNITY SOUTH BANK",300,15,"1","N",1800000,"P I F",1800000,1350000,"1",0.997204983655277,1,1,1,0,0,0
"SATORAUM INC","COUNTRY CLUB BANK",89,2,"2","N",200000,"CHGOFF",200000,150000,"0",0.804452341324585,1,0,0,0,1,0
